Year   Moose  Wolves
 1959  711   20
 1960  767   20
 1961  770   20
 1962  758   22
 1963  771   22
 1964  808   20
 1965  849   17
 1966  932   13
 1967 1043   10
 1968 1232   10
 1969 1384    8
 1970 1648    5
 1971 1994    5
 1972 2355    5
 1973 2345    3
 1974 2187    4
 1975 2098    5
 1976 2061    6
 1977 1912    6
 1978 1707    4
 1979 1493    4
 1980 1545    4
 1981 1942    4
 1982 2388    4
 1983 2243    3
 1984 2060    3
 1985 1977    2
 1986 1952    1
 1987 1959    1
 1988 1799    1
 1989 1913    0
 1990 2480    0
 1991 2370    0
 1992 2171    0
 1993 2055    0
 1994 2081    0
 1995 2037    0
 1996 2033    0
 1997 1763    0
 1998 1818    0
 1999 2315    0
 2000 2235    0
 2001 1981    0
 2002 1881    0
 2003 1857    0
 2004 1794    0
 2005 1777    0
 2006 1921    0
 2007 2456    0
 2008 2279    0
 2009 2050    0
 2010 2004    0
 2011 2010    0
 2012 2002    0
 2013 2004    0
 2014 2110    0
 2015 1992    0
 2016 1783    0
 2017 1671    0
 2018 1611    0
