Year   Moose  Wolves
 1959  670   20
 1960  732   19
 1961  741   19
 1962  767   20
 1963  801   19
 1964  833   17
 1965  924   15
 1966 1057   15
 1967 1189   13
 1968 1384   10
 1969 1610    7
 1970 1892    5
 1971 2272    5
 1972 2221    5
 1973 2071    4
 1974 1992    3
 1975 1925    3
 1976 1779    3
 1977 1649    3
 1978 1701    1
 1979 2273    0
 1980 2214    0
 1981 2060    0
 1982 1949    0
 1983 1958    0
 1984 1941    0
 1985 1952    0
 1986 2059    0
 1987 2723    0
 1988 2502    0
 1989 2262    0
 1990 2192    0
 1991 2188    0
 1992 2214    0
 1993 2244    0
 1994 1941    0
 1995 1499    0
 1996 1324    0
 1997 1263    0
 1998 1187    0
 1999 1234    0
 2000 1662    0
 2001 2081    0
 2002 2491    0
 2003 2394    0
 2004 2255    0
 2005 2229    0
 2006 2310    0
 2007 2174    0
 2008 1945    0
 2009 1663    0
 2010 1373    0
 2011 1248    0
 2012 1156    0
 2013 1219    0
 2014 1578    0
 2015 1964    0
 2016 2333    0
 2017 2230    0
 2018 2071    0
