Year   Moose  Wolves
 1959  713   20
 1960  751   22
 1961  812   21
 1962  863   21
 1963  930   21
 1964 1015   19
 1965 1106   19
 1966 1230   17
 1967 1366   20
 1968 1539   16
 1969 1757   15
 1970 2011   14
 1971 2332   12
 1972 2242   13
 1973 2065   13
 1974 1958   12
 1975 1843   10
 1976 1701   11
 1977 1521   11
 1978 1549    9
 1979 1940    7
 1980 2400    7
 1981 2210    5
 1982 2014    4
 1983 1946    2
 1984 1968    2
 1985 1989    2
 1986 1797    2
 1987 1895    1
 1988 2449    1
 1989 2331    1
 1990 2129    1
 1991 2018    0
 1992 2024    0
 1993 2024    0
 1994 2042    0
 1995 1794    0
 1996 1875    0
 1997 2451    0
 1998 2451    0
 1999 2249    0
 2000 2103    0
 2001 2110    0
 2002 2116    0
 2003 2117    0
 2004 1898    0
 2005 1498    0
 2006 1323    0
 2007 1252    0
 2008 1187    0
 2009 1238    0
 2010 1622    0
 2011 2023    0
 2012 2427    0
 2013 2327    0
 2014 2185    0
 2015 2190    0
 2016 2264    0
 2017 2136    0
 2018 1925    0
