Year   Moose  Wolves
 1959  476   20
 1960  457   21
 1961  461   23
 1962  455   26
 1963  458   25
 1964  460   26
 1965  429   22
 1966  405   20
 1967  378   20
 1968  343   19
 1969  359   16
 1970  350   12
 1971  348   10
 1972  366    9
 1973  416    9
 1974  434   12
 1975  457    9
 1976  498    8
 1977  572   10
 1978  669    9
 1979  738    7
 1980  865    7
 1981 1010    7
 1982 1158    7
 1983 1342    6
 1984 1578    6
 1985 1853    3
 1986 2218    3
 1987 2194    2
 1988 2030    2
 1989 1952    4
 1990 1920    5
 1991 1815    6
 1992 1650    6
 1993 1713    4
 1994 2213    4
 1995 2122    4
 1996 1875    4
 1997 1767    4
 1998 1723    3
 1999 1698    3
 2000 1695    2
 2001 1789    1
 2002 2325    1
 2003 2188    0
 2004 2018    0
 2005 1940    0
 2006 1944    0
 2007 1964    0
 2008 1971    0
 2009 2094    0
 2010 2674    0
 2011 2441    0
 2012 2202    0
 2013 2125    0
 2014 2065    0
 2015 2044    0
 2016 2060    0
 2017 1769    0
 2018 1370    0
