Year   Moose  Wolves
 1959  628   20
 1960  628   21
 1961  653   24
 1962  616   24
 1963  626   23
 1964  614   25
 1965  608   26
 1966  611   25
 1967  621   26
 1968  623   26
 1969  623   25
 1970  639   30
 1971  582   25
 1972  628   25
 1973  672   25
 1974  647   31
 1975  634   28
 1976  588   23
 1977  579   23
 1978  600   19
 1979  644   21
 1980  693   17
 1981  736   14
 1982  783   13
 1983  855   12
 1984  958   11
 1985 1100    8
 1986 1282    7
 1987 1503    7
 1988 1751    5
 1989 2075    5
 1990 2499    6
 1991 2473    4
 1992 2301    2
 1993 2211    2
 1994 2113    4
 1995 1983    4
 1996 1812    4
 1997 1551    4
 1998 1282    3
 1999 1107    2
 2000 1146    2
 2001 1499    2
 2002 1816    2
 2003 2151    2
 2004 2143    2
 2005 2020    0
 2006 2011    0
 2007 2061    0
 2008 1927    0
 2009 1733    0
 2010 1848    0
 2011 2445    0
 2012 2315    0
 2013 2126    0
 2014 2029    0
 2015 1974    0
 2016 1962    0
 2017 1968    0
 2018 1679    0
