Year   Moose  Wolves
 1959  569   20
 1960  563   20
 1961  603   19
 1962  612   24
 1963  574   24
 1964  595   24
 1965  577   23
 1966  562   21
 1967  620   18
 1968  671   13
 1969  703   12
 1970  781   12
 1971  869   12
 1972  969   11
 1973 1090   10
 1974 1257   12
 1975 1415   11
 1976 1644   12
 1977 1896   13
 1978 2185   14
 1979 2152   14
 1980 1950   13
 1981 1857   12
 1982 1735   10
 1983 1555    9
 1984 1398    8
 1985 1456    8
 1986 1879    4
 1987 2267    3
 1988 2035    3
 1989 1863    2
 1990 1806    1
 1991 1807    1
 1992 1798    1
 1993 1880    1
 1994 2487    0
 1995 2250    0
 1996 2018    0
 1997 1932    0
 1998 1956    0
 1999 1972    0
 2000 2010    0
 2001 2124    0
 2002 1982    0
 2003 1775    0
 2004 1693    0
 2005 1627    0
 2006 1585    0
 2007 1685    0
 2008 2230    0
 2009 2062    0
 2010 1845    0
 2011 1769    0
 2012 1796    0
 2013 1807    0
 2014 1942    0
 2015 2552    0
 2016 2358    0
 2017 2099    0
 2018 2046    0
