Year   Moose  Wolves
 1959  673   20
 1960  769   21
 1961  722   22
 1962  763   25
 1963  799   24
 1964  824   26
 1965  801   29
 1966  857   27
 1967  857   23
 1968  953   23
 1969 1025   22
 1970 1063   28
 1971 1122   27
 1972 1191   27
 1973 1289   25
 1974 1355   27
 1975 1393   28
 1976 1524   21
 1977 1692   18
 1978 1980   18
 1979 2264   16
 1980 2138   13
 1981 1948   14
 1982 1828   15
 1983 1680   10
 1984 1496    9
 1985 1343    9
 1986 1363    8
 1987 1737    7
 1988 2097    6
 1989 2416    6
 1990 2311    5
 1991 2186    6
 1992 2126    6
 1993 2151    6
 1994 1985    5
 1995 1709    7
 1996 1471    6
 1997 1191    6
 1998 1019    6
 1999 1013    6
 2000 1282    6
 2001 1550    5
 2002 1789    5
 2003 2102    2
 2004 2049    2
 2005 1915    2
 2006 1916    4
 2007 1811    4
 2008 1685    3
 2009 1787    3
 2010 2314    2
 2011 2126    2
 2012 1910    2
 2013 1834    2
 2014 1789    2
 2015 1760    2
 2016 1735    2
 2017 1850    1
 2018 2377    0
