Year   Moose  Wolves
 1959  596   20
 1960  582   20
 1961  544   22
 1962  558   27
 1963  556   29
 1964  526   29
 1965  476   26
 1966  422   25
 1967  409   22
 1968  383   19
 1969  352   17
 1970  364   16
 1971  342   10
 1972  390    6
 1973  444    4
 1974  500    4
 1975  567    4
 1976  653    2
 1977  750    2
 1978  896    1
 1979 1092    1
 1980 1316    1
 1981 1566    0
 1982 1900    0
 1983 2270    0
 1984 2330    0
 1985 2222    0
 1986 2130    0
 1987 2046    0
 1988 1905    0
 1989 1767    0
 1990 1610    0
 1991 1356    0
 1992 1418    0
 1993 1861    0
 1994 2307    0
 1995 2183    0
 1996 2006    0
 1997 1936    0
 1998 1924    0
 1999 1945    0
 2000 1779    0
 2001 1899    0
 2002 2427    0
 2003 2306    0
 2004 2052    0
 2005 1938    0
 2006 1929    0
 2007 1903    0
 2008 1898    0
 2009 1997    0
 2010 2623    0
 2011 2476    0
 2012 2246    0
 2013 2138    0
 2014 2148    0
 2015 2114    0
 2016 2113    0
 2017 1833    0
 2018 1412    0
