Year   Moose  Wolves
 1959  738   20
 1960  854   22
 1961  902   23
 1962 1025   25
 1963 1113   30
 1964 1218   35
 1965 1301   40
 1966 1450   45
 1967 1597   48
 1968 1729   50
 1969 1980   50
 1970 2163   51
 1971 2027   52
 1972 1727   53
 1973 1580   52
 1974 1289   52
 1975  971   48
 1976  655   38
 1977  603   30
 1978  410   26
 1979  461   25
 1980  476   25
 1981  475   20
 1982  514   18
 1983  546   17
 1984  533   19
 1985  539   19
 1986  604   19
 1987  670   18
 1988  762   18
 1989  867   17
 1990  990   20
 1991 1136   19
 1992 1274   20
 1993 1461   17
 1994 1714   18
 1995 2057   17
 1996 2480   17
 1997 2501   18
 1998 2291   19
 1999 2194   21
 2000 2023   20
 2001 1903   20
 2002 1732   21
 2003 1471   19
 2004 1129   19
 2005 1151   16
 2006 1436   14
 2007 1744   14
 2008 1985   14
 2009 2301   16
 2010 2207   17
 2011 2051   17
 2012 2001   20
 2013 1872   23
 2014 1727   27
 2015 1550   30
 2016 1570   30
 2017 1836   30
 2018 2180   32
