Year   Moose  Wolves
 1959  615   20
 1960  614   21
 1961  626   25
 1962  611   27
 1963  569   29
 1964  525   28
 1965  511   26
 1966  497   22
 1967  477   20
 1968  459   18
 1969  474   20
 1970  507   23
 1971  511   26
 1972  506   18
 1973  513   15
 1974  538   13
 1975  563   14
 1976  587   14
 1977  630   17
 1978  706   16
 1979  733   15
 1980  779   15
 1981  867   18
 1982  898   20
 1983  936   21
 1984 1014   21
 1985 1087   21
 1986 1143   17
 1987 1247   21
 1988 1370   23
 1989 1492   22
 1990 1620   22
 1991 1788   24
 1992 1940   21
 1993 2216   18
 1994 2116   21
 1995 1898   22
 1996 1766   24
 1997 1548   25
 1998 1363   22
 1999 1147   20
 2000 1101   22
 2001 1271   19
 2002 1402   16
 2003 1549   16
 2004 1684   18
 2005 1899   18
 2006 2156   16
 2007 2180   11
 2008 1988   11
 2009 1827   11
 2010 1635   12
 2011 1478    9
 2012 1307    9
 2013 1312    6
 2014 1672    5
 2015 1999    5
 2016 2280    4
 2017 2151    4
 2018 1985    4
