Year   Moose  Wolves
 1959  677   20
 1960  741   19
 1961  815   18
 1962  880   22
 1963  968   23
 1964 1002   23
 1965 1053   25
 1966 1165   20
 1967 1344   18
 1968 1543   14
 1969 1810   11
 1970 2093    8
 1971 2467    9
 1972 2436    8
 1973 2280    6
 1974 2181    6
 1975 2061    5
 1976 1902    3
 1977 1769    3
 1978 1544    4
 1979 1236    4
 1980 1294    3
 1981 1657    2
 1982 2078    2
 1983 2451    2
 1984 2344    1
 1985 2184    0
 1986 2153    0
 1987 2214    0
 1988 2064    0
 1989 1858    0
 1990 1631    0
 1991 1349    0
 1992 1257    0
 1993 1340    0
 1994 1759    0
 1995 2154    0
 1996 2067    0
 1997 1880    0
 1998 1807    0
 1999 1829    0
 2000 1864    0
 2001 2011    0
 2002 2690    0
 2003 2574    0
 2004 2294    0
 2005 2234    0
 2006 2245    0
 2007 2217    0
 2008 2207    0
 2009 1863    0
 2010 1415    0
 2011 1263    0
 2012 1174    0
 2013 1071    0
 2014 1142    0
 2015 1475    0
 2016 1817    0
 2017 2148    0
 2018 2053    0
