Year   Moose  Wolves
 1959  790   20
 1960  820   17
 1961  898   17
 1962  934   20
 1963 1010   21
 1964 1096   18
 1965 1201   16
 1966 1339   16
 1967 1467   18
 1968 1653   13
 1969 1865   13
 1970 2160   11
 1971 2096   12
 1972 1903   12
 1973 1822   14
 1974 1693   15
 1975 1565   16
 1976 1507   18
 1977 1937   21
 1978 2265   22
 1979 2106   22
 1980 1892   22
 1981 1813   22
 1982 1758   23
 1983 1682   24
 1984 1311   21
 1985 1170   21
 1986 1381   24
 1987 1629   23
 1988 1864   26
 1989 2088   28
 1990 2307   28
 1991 2185   27
 1992 1991   27
 1993 1841   24
 1994 1625   25
 1995 1415   23
 1996 1107   25
 1997  972   23
 1998 1071   21
 1999 1224   23
 2000 1289   21
 2001 1488   23
 2002 1670   21
 2003 1837   20
 2004 2096   17
 2005 2395   17
 2006 2297   20
 2007 2001   21
 2008 1842   23
 2009 1608   20
 2010 1421   20
 2011 1168   19
 2012 1137   19
 2013 1320   18
 2014 1544   20
 2015 1729   23
 2016 1941   23
 2017 2155   23
 2018 2093   19
