Year   Moose  Wolves
 1959  679   20
 1960  725   20
 1961  748   23
 1962  728   22
 1963  790   19
 1964  864   20
 1965  911   21
 1966  934   22
 1967 1031   22
 1968 1083   19
 1969 1174   18
 1970 1344   17
 1971 1552   12
 1972 1774   10
 1973 2087    9
 1974 2518   11
 1975 2472   12
 1976 2280   11
 1977 2208   10
 1978 2068    9
 1979 1891   11
 1980 1723    9
 1981 1440    9
 1982 1124    9
 1983 1135    7
 1984 1414    6
 1985 1696    5
 1986 1948    4
 1987 2263    4
 1988 2148    4
 1989 2003    2
 1990 2016    4
 1991 1919    3
 1992 1801    3
 1993 1629    3
 1994 1725    3
 1995 2193    2
 1996 2079    2
 1997 1878    4
 1998 1790    6
 1999 1704    6
 2000 1668    5
 2001 1740    4
 2002 2233    4
 2003 2018    8
 2004 1762    9
 2005 1681   10
 2006 1623   10
 2007 1567    9
 2008 1598    8
 2009 2071    8
 2010 2518    7
 2011 2264    7
 2012 2049    8
 2013 2015    6
 2014 2037    5
 2015 2074    3
 2016 1889    3
 2017 1977    2
 2018 2570    2
