Year   Moose  Wolves
 1959  768   20
 1960  837   18
 1961  869   17
 1962  958   17
 1963 1071   18
 1964 1168   17
 1965 1306   15
 1966 1473   10
 1967 1700    7
 1968 2017    7
 1969 2352    7
 1970 2284    7
 1971 2103    9
 1972 2001    8
 1973 1906    8
 1974 1807    6
 1975 1635    6
 1976 1408    6
 1977 1423    5
 1978 1799    5
 1979 2168    5
 1980 2047    3
 1981 1810    1
 1982 1724    0
 1983 1709    0
 1984 1736    0
 1985 1853    0
 1986 2413    0
 1987 2223    0
 1988 1986    0
 1989 1932    0
 1990 1912    0
 1991 1945    0
 1992 1917    0
 1993 2025    0
 1994 2583    0
 1995 2416    0
 1996 2162    0
 1997 2045    0
 1998 2037    0
 1999 2029    0
 2000 2048    0
 2001 1807    0
 2002 1891    0
 2003 2420    0
 2004 2402    0
 2005 2183    0
 2006 2100    0
 2007 2048    0
 2008 1997    0
 2009 1990    0
 2010 1743    0
 2011 1800    0
 2012 2347    0
 2013 2260    0
 2014 2028    0
 2015 1915    0
 2016 1912    0
 2017 1918    0
 2018 1925    0
