Year   Moose  Wolves
 1959  494   20
 1960  494   23
 1961  486   24
 1962  466   23
 1963  449   23
 1964  392   22
 1965  415   21
 1966  394   18
 1967  337   14
 1968  355   12
 1969  362    8
 1970  381    6
 1971  448    4
 1972  520    3
 1973  608    3
 1974  719    3
 1975  850    3
 1976  991    3
 1977 1194    3
 1978 1423    3
 1979 1705    3
 1980 2016    2
 1981 2383    2
 1982 2425    1
 1983 2290    1
 1984 2186    1
 1985 2102    1
 1986 1971    0
 1987 1850    0
 1988 1624    0
 1989 1316    0
 1990 1151    0
 1991 1236    0
 1992 1640    0
 1993 2050    0
 1994 2463    0
 1995 2395    0
 1996 2263    0
 1997 2257    0
 1998 2290    0
 1999 2144    0
 2000 1919    0
 2001 1690    0
 2002 1385    0
 2003 1246    0
 2004 1185    0
 2005 1264    0
 2006 1649    0
 2007 2022    0
 2008 2376    0
 2009 2317    0
 2010 2153    0
 2011 2127    0
 2012 2162    0
 2013 2015    0
 2014 1846    0
 2015 1620    0
 2016 1343    0
 2017 1197    0
 2018 1267    0
