Year   Moose  Wolves
 1959  720   20
 1960  760   23
 1961  731   24
 1962  788   23
 1963  820   22
 1964  878   25
 1965  933   25
 1966  962   25
 1967 1052   23
 1968 1100   19
 1969 1166   23
 1970 1306   21
 1971 1463   19
 1972 1648   17
 1973 1887   18
 1974 2175   21
 1975 2109   22
 1976 1900   23
 1977 1720   20
 1978 1493   19
 1979 1320   17
 1980 1056   14
 1981 1055   15
 1982 1254   14
 1983 1510   13
 1984 1715   12
 1985 1937    6
 1986 2238    6
 1987 2170    5
 1988 2065    4
 1989 1984    4
 1990 1857    4
 1991 1706    3
 1992 1563    3
 1993 1661    1
 1994 2141    1
 1995 2110    1
 1996 1892    1
 1997 1788    1
 1998 1757    1
 1999 1725    1
 2000 1701    1
 2001 1783    1
 2002 2300    1
 2003 2136    1
 2004 1919    0
 2005 1860    0
 2006 1845    0
 2007 1885    0
 2008 1899    0
 2009 1989    0
 2010 2594    0
 2011 2406    0
 2012 2161    0
 2013 2114    0
 2014 2094    0
 2015 2076    0
 2016 2060    0
 2017 1800    0
 2018 1422    0
