Year   Moose  Wolves
 1959  717   20
 1960  827   21
 1961  920   25
 1962 1004   28
 1963 1134   29
 1964 1238   29
 1965 1424   28
 1966 1601   27
 1967 1725   25
 1968 1996   24
 1969 2314   16
 1970 2313   17
 1971 2114   15
 1972 1993   13
 1973 1887   13
 1974 1807   11
 1975 1649   10
 1976 1470    9
 1977 1504    9
 1978 1997    8
 1979 2451    8
 1980 2318    7
 1981 2140    4
 1982 2091    2
 1983 2108    2
 1984 2151    1
 1985 1992    0
 1986 1781    0
 1987 1508    0
 1988 1364    0
 1989 1300    0
 1990 1395    0
 1991 1827    0
 1992 2291    0
 1993 2218    0
 1994 2039    0
 1995 1985    0
 1996 2026    0
 1997 2048    0
 1998 1918    0
 1999 2068    0
 2000 2706    0
 2001 2589    0
 2002 2365    0
 2003 2280    0
 2004 2284    0
 2005 2290    0
 2006 2305    0
 2007 2109    0
 2008 1709    0
 2009 1543    0
 2010 1445    0
 2011 1351    0
 2012 1258    0
 2013 1347    0
 2014 1730    0
 2015 2131    0
 2016 2100    0
 2017 1915    0
 2018 1850    0
