Year   Moose  Wolves
 1959  500   20
 1960  454   22
 1961  414   23
 1962  397   24
 1963  346   26
 1964  336   24
 1965  297   21
 1966  272   20
 1967  217   18
 1968  152   15
 1969   92   13
 1970   61   10
 1971   27    5
 1972   31    2
 1973   27    2
 1974   23    1
 1975   24    1
 1976   21    1
 1977   20    1
 1978   18    1
 1979   20    1
 1980   18    1
 1981   19    1
 1982   16    1
 1983   12    1
 1984    7    1
 1985    5    0
 1986    5    0
 1987    5    0
 1988    7    0
 1989    8    0
 1990    7    0
 1991    6    0
 1992    6    0
 1993    8    0
 1994    8    0
 1995    8    0
 1996   10    0
 1997   13    0
 1998   13    0
 1999   13    0
 2000   14    0
 2001   19    0
 2002   24    0
 2003   28    0
 2004   33    0
 2005   39    0
 2006   48    0
 2007   65    0
 2008   76    0
 2009   90    0
 2010  117    0
 2011  147    0
 2012  173    0
 2013  219    0
 2014  265    0
 2015  322    0
 2016  386    0
 2017  471    0
 2018  570    0
