Year   Moose  Wolves
 1959  657   20
 1960  678   18
 1961  731   17
 1962  733   20
 1963  766   19
 1964  845   20
 1965  870   21
 1966  945   18
 1967  988   17
 1968 1135   15
 1969 1287   13
 1970 1425   13
 1971 1638   12
 1972 1944   11
 1973 2259   10
 1974 2243   12
 1975 2004   10
 1976 1897    7
 1977 1816    7
 1978 1675   10
 1979 1482    9
 1980 1502    8
 1981 1882    8
 1982 2252    8
 1983 2110    8
 1984 1872    7
 1985 1796    6
 1986 1778    5
 1987 1793    5
 1988 1566    5
 1989 1586    4
 1990 2047    2
 1991 2527    2
 1992 2313    2
 1993 2114    2
 1994 2050    2
 1995 2068    2
 1996 2081    3
 1997 1887    3
 1998 1595    2
 1999 1655    2
 2000 2117    2
 2001 2052    1
 2002 1860    1
 2003 1785    1
 2004 1726    1
 2005 1692    1
 2006 1805    1
 2007 2362    0
 2008 2181    0
 2009 1962    0
 2010 1881    0
 2011 1863    0
 2012 1858    0
 2013 1854    0
 2014 1956    0
 2015 2538    0
 2016 2378    0
 2017 2150    0
 2018 2065    0
