Year   Moose  Wolves
 1959  733   20
 1960  748   23
 1961  722   23
 1962  743   23
 1963  747   27
 1964  771   30
 1965  726   27
 1966  722   24
 1967  777   24
 1968  775   22
 1969  835   19
 1970  855   20
 1971  955   17
 1972 1075   14
 1973 1205   14
 1974 1331   12
 1975 1507    7
 1976 1796    5
 1977 2114    5
 1978 2122    4
 1979 1990    2
 1980 1908    2
 1981 1851    2
 1982 1757    1
 1983 1598    1
 1984 1690    1
 1985 2210    0
 1986 2152    0
 1987 1948    0
 1988 1855    0
 1989 1836    0
 1990 1811    0
 1991 1804    0
 1992 1891    0
 1993 2493    0
 1994 2301    0
 1995 2054    0
 1996 1970    0
 1997 1969    0
 1998 1945    0
 1999 1972    0
 2000 2063    0
 2001 2686    0
 2002 2497    0
 2003 2252    0
 2004 2113    0
 2005 2096    0
 2006 2087    0
 2007 2067    0
 2008 1769    0
 2009 1402    0
 2010 1501    0
 2011 1957    0
 2012 2419    0
 2013 2218    0
 2014 2040    0
 2015 1995    0
 2016 1948    0
 2017 1945    0
 2018 1783    0
