Year   Moose  Wolves
 1959  648   20
 1960  674   24
 1961  660   25
 1962  695   24
 1963  723   22
 1964  794   23
 1965  856   22
 1966  888   21
 1967  930   18
 1968  992   14
 1969 1139   15
 1970 1295   15
 1971 1492   12
 1972 1715   12
 1973 1946   14
 1974 2246   16
 1975 2223   16
 1976 1987   14
 1977 1852   14
 1978 1681   11
 1979 1529   11
 1980 1364   12
 1981 1373   13
 1982 1664   16
 1983 1971   18
 1984 2264   15
 1985 2125   14
 1986 1936   16
 1987 1887   14
 1988 1847   15
 1989 1610   13
 1990 1381   15
 1991 1392   14
 1992 1708   12
 1993 2037   15
 1994 2376   15
 1995 2192   15
 1996 2009   17
 1997 1920   16
 1998 1829   14
 1999 1627   15
 2000 1376   16
 2001 1393   16
 2002 1722   20
 2003 2063   26
 2004 2271   29
 2005 2014   29
 2006 1770   33
 2007 1653   34
 2008 1490   31
 2009 1215   31
 2010 1047   28
 2011 1067   25
 2012 1089   24
 2013 1217   23
 2014 1369   21
 2015 1551   21
 2016 1668   25
 2017 1911   23
 2018 2142   17
