Year   Moose  Wolves
 1959  735   20
 1960  771   22
 1961  767   23
 1962  799   22
 1963  844   22
 1964  933   21
 1965  965   17
 1966 1094   19
 1967 1212   15
 1968 1321   12
 1969 1575   14
 1970 1785   13
 1971 2073    9
 1972 2410    9
 1973 2311   10
 1974 2132    9
 1975 2042    8
 1976 1917    7
 1977 1797    7
 1978 1631    4
 1979 1434    3
 1980 1535    1
 1981 2011    1
 1982 2447    1
 1983 2283    1
 1984 2091    0
 1985 2012    0
 1986 2030    0
 1987 2029    0
 1988 1792    0
 1989 1905    0
 1990 2425    0
 1991 2250    0
 1992 2013    0
 1993 1917    0
 1994 1864    0
 1995 1888    0
 1996 1883    0
 1997 2002    0
 1998 2609    0
 1999 2491    0
 2000 2237    0
 2001 2131    0
 2002 2135    0
 2003 2126    0
 2004 2125    0
 2005 1833    0
 2006 1466    0
 2007 1283    0
 2008 1216    0
 2009 1136    0
 2010 1203    0
 2011 1580    0
 2012 2009    0
 2013 2399    0
 2014 2295    0
 2015 2167    0
 2016 2161    0
 2017 2210    0
 2018 2105    0
