Year   Moose  Wolves
 1959  504   20
 1960  485   20
 1961  474   20
 1962  432   21
 1963  434   24
 1964  414   23
 1965  361   17
 1966  382   15
 1967  385   13
 1968  389   11
 1969  416    9
 1970  470    8
 1971  511    9
 1972  561   11
 1973  587   10
 1974  662    8
 1975  755    6
 1976  879    4
 1977 1005    4
 1978 1189    4
 1979 1399    6
 1980 1639    6
 1981 1914    5
 1982 2271    3
 1983 2289    2
 1984 2117    2
 1985 2056    2
 1986 1980    2
 1987 1892    2
 1988 1785    2
 1989 1582    2
 1990 1633    0
 1991 2084    0
 1992 2617    0
 1993 2458    0
 1994 2285    0
 1995 2206    0
 1996 2223    0
 1997 2242    0
 1998 2035    0
 1999 1731    0
 2000 1380    0
 2001 1217    0
 2002 1107    0
 2003 1190    0
 2004 1545    0
 2005 1891    0
 2006 2249    0
 2007 2136    0
 2008 1999    0
 2009 1982    0
 2010 2037    0
 2011 1899    0
 2012 1710    0
 2013 1834    0
 2014 2384    0
 2015 2286    0
 2016 2048    0
 2017 1973    0
 2018 1967    0
