Year   Moose  Wolves
 1959  692   20
 1960  678   22
 1961  673   24
 1962  648   28
 1963  670   27
 1964  649   27
 1965  606   25
 1966  630   26
 1967  629   26
 1968  624   26
 1969  649   26
 1970  690   23
 1971  719   20
 1972  711   22
 1973  752   22
 1974  811   22
 1975  824   23
 1976  810   23
 1977  811   20
 1978  843   18
 1979  951   15
 1980 1064   17
 1981 1194   18
 1982 1327   18
 1983 1464   23
 1984 1643   20
 1985 1792   17
 1986 2075   17
 1987 2381   20
 1988 2342   21
 1989 2145   21
 1990 1993   23
 1991 1784   25
 1992 1531   24
 1993 1260   23
 1994  942   24
 1995  852   23
 1996  946   22
 1997 1036   19
 1998 1114   19
 1999 1174   21
 2000 1272   20
 2001 1361   20
 2002 1482   20
 2003 1670   23
 2004 1875   22
 2005 2124   22
 2006 2047   19
 2007 1841   17
 2008 1746   12
 2009 1583   10
 2010 1419    8
 2011 1478   10
 2012 1918    8
 2013 2299   10
 2014 2106    9
 2015 1923    8
 2016 1852    7
 2017 1833    8
 2018 1793    7
