Year   Moose  Wolves
 1959  575   20
 1960  651   20
 1961  697   19
 1962  728   22
 1963  769   26
 1964  829   29
 1965  832   32
 1966  848   34
 1967  889   27
 1968  934   25
 1969 1025   24
 1970 1091   23
 1971 1246   21
 1972 1388   21
 1973 1561   19
 1974 1814   15
 1975 2139   17
 1976 2142   15
 1977 1959   12
 1978 1840    9
 1979 1702    7
 1980 1577    6
 1981 1440    8
 1982 1510    8
 1983 1893    7
 1984 2274    7
 1985 2090    7
 1986 1913    6
 1987 1864    3
 1988 1851    2
 1989 1861    2
 1990 1966    2
 1991 2526    2
 1992 2242    2
 1993 1976    2
 1994 1911    1
 1995 1936    0
 1996 1922    0
 1997 1946    0
 1998 2034    0
 1999 2632    0
 2000 2450    0
 2001 2228    0
 2002 2118    0
 2003 2120    0
 2004 2118    0
 2005 2116    0
 2006 1816    0
 2007 1396    0
 2008 1215    0
 2009 1144    0
 2010 1077    0
 2011 1132    0
 2012 1445    0
 2013 1804    0
 2014 2127    0
 2015 2052    0
 2016 1969    0
 2017 1923    0
 2018 1980    0
