Year   Moose  Wolves
 1959  542   20
 1960  607   20
 1961  640   22
 1962  706   24
 1963  794   28
 1964  886   26
 1965  945   30
 1966 1027   31
 1967 1130   30
 1968 1198   32
 1969 1408   30
 1970 1582   30
 1971 1837   28
 1972 2140   26
 1973 2126   29
 1974 1924   24
 1975 1818   23
 1976 1673   28
 1977 1458   29
 1978 1179   27
 1979 1032   23
 1980 1266   21
 1981 1517   20
 1982 1723   20
 1983 1967   22
 1984 2228   24
 1985 2126   21
 1986 2001   19
 1987 1877   20
 1988 1716   18
 1989 1567   17
 1990 1389   21
 1991 1435   21
 1992 1751   19
 1993 2126   21
 1994 1949   19
 1995 1700   18
 1996 1629   22
 1997 1525   21
 1998 1483   18
 1999 1383   17
 2000 1779   17
 2001 2077   14
 2002 2470   14
 2003 2352   14
 2004 2160   15
 2005 2146   16
 2006 2166   15
 2007 2026   15
 2008 1822   14
 2009 1581   15
 2010 1262   15
 2011 1072   12
 2012 1123   14
 2013 1385   16
 2014 1667   19
 2015 1958   19
 2016 2259   17
 2017 2196   17
 2018 2052   21
