Year   Moose  Wolves
 1959  641   20
 1960  653   20
 1961  666   22
 1962  637   24
 1963  594   26
 1964  611   27
 1965  591   22
 1966  562   24
 1967  511   22
 1968  468   23
 1969  430   21
 1970  430   19
 1971  397   17
 1972  378   17
 1973  399   13
 1974  399   12
 1975  406   10
 1976  423    9
 1977  436    5
 1978  508    4
 1979  566    4
 1980  639    4
 1981  768    4
 1982  874    4
 1983 1039    5
 1984 1195    4
 1985 1385    4
 1986 1626    4
 1987 1944    5
 1988 2318    5
 1989 2286    5
 1990 2132    4
 1991 2025    4
 1992 1947    6
 1993 1834    8
 1994 1661    7
 1995 1423    5
 1996 1440    5
 1997 1834    4
 1998 2253    3
 1999 2102    3
 2000 1923    5
 2001 1847    5
 2002 1848    3
 2003 1886    3
 2004 1707    2
 2005 1778    1
 2006 2320    1
 2007 2263    1
 2008 2065    1
 2009 1996    1
 2010 1994    0
 2011 1994    0
 2012 1981    0
 2013 2119    0
 2014 2033    0
 2015 1780    0
 2016 1652    0
 2017 1597    0
 2018 1539    0
