Year   Moose  Wolves
 1959  710   20
 1960  732   21
 1961  822   23
 1962  861   24
 1963  864   29
 1964  911   34
 1965  846   37
 1966  897   32
 1967  945   30
 1968  902   32
 1969  958   32
 1970 1001   37
 1971 1090   37
 1972 1111   38
 1973 1123   34
 1974 1177   30
 1975 1294   31
 1976 1464   30
 1977 1580   30
 1978 1790   31
 1979 1929   33
 1980 2153   35
 1981 2036   32
 1982 1740   33
 1983 1556   28
 1984 1372   23
 1985 1167   24
 1986 1060   22
 1987 1208   24
 1988 1298   24
 1989 1466   21
 1990 1626   20
 1991 1761   15
 1992 1958   13
 1993 2214   14
 1994 2183   14
 1995 1984   13
 1996 1808   11
 1997 1654    8
 1998 1520    6
 1999 1350    5
 2000 1397    3
 2001 1772    3
 2002 2150    2
 2003 2002    2
 2004 1806    1
 2005 1761    0
 2006 1760    0
 2007 1775    0
 2008 1877    0
 2009 2487    0
 2010 2297    0
 2011 2076    0
 2012 2011    0
 2013 1992    0
 2014 1998    0
 2015 2002    0
 2016 2112    0
 2017 1981    0
 2018 1761    0
