Year   Moose  Wolves
 1959  694   20
 1960  741   24
 1961  818   25
 1962  840   29
 1963  821   29
 1964  883   33
 1965  945   36
 1966  988   36
 1967  984   35
 1968 1018   30
 1969 1083   28
 1970 1136   30
 1971 1178   26
 1972 1318   22
 1973 1490   20
 1974 1683   16
 1975 1924   15
 1976 2241   10
 1977 2224    8
 1978 2060    6
 1979 1948    5
 1980 1860    6
 1981 1747    6
 1982 1577    4
 1983 1645    4
 1984 2090    4
 1985 2561    4
 1986 2374    4
 1987 2169    4
 1988 2108    4
 1989 2118    4
 1990 2118    6
 1991 1913    4
 1992 1631    4
 1993 1280    5
 1994 1116    5
 1995 1012    4
 1996 1054    4
 1997 1350    3
 1998 1680    3
 1999 1998    3
 2000 2334    3
 2001 2317    2
 2002 2161    2
 2003 2162    1
 2004 2041    0
 2005 1893    0
 2006 1709    0
 2007 1476    0
 2008 1196    0
 2009 1263    0
 2010 1649    0
 2011 2016    0
 2012 2339    0
 2013 2222    0
 2014 2082    0
 2015 2059    0
 2016 2072    0
 2017 1888    0
 2018 1698    0
