Year   Moose  Wolves
 1959  629   20
 1960  679   23
 1961  669   27
 1962  720   26
 1963  744   25
 1964  797   24
 1965  802   24
 1966  824   28
 1967  818   30
 1968  811   32
 1969  877   34
 1970  942   35
 1971 1016   34
 1972 1090   36
 1973 1134   38
 1974 1124   45
 1975 1071   49
 1976  970   48
 1977 1055   46
 1978  987   44
 1979  943   46
 1980  858   47
 1981  809   43
 1982  756   39
 1983  717   35
 1984  757   27
 1985  751   21
 1986  765   17
 1987  879   14
 1988  974   14
 1989 1078   19
 1990 1224   19
 1991 1327   16
 1992 1572   15
 1993 1796   16
 1994 2046   15
 1995 2469   19
 1996 2441   18
 1997 2220   18
 1998 2108   17
 1999 1889   15
 2000 1732   15
 2001 1512   16
 2002 1235   16
 2003  870   14
 2004  846   14
 2005 1090   14
 2006 1246   14
 2007 1365   13
 2008 1575   12
 2009 1838   12
 2010 2132   14
 2011 2159   13
 2012 1979   12
 2013 1838    9
 2014 1715    8
 2015 1578    6
 2016 1386    7
 2017 1434    5
 2018 1812    5
