Year   Moose  Wolves
 1959  543   20
 1960  545   20
 1961  539   21
 1962  511   27
 1963  485   29
 1964  472   29
 1965  446   26
 1966  428   24
 1967  348   21
 1968  290   18
 1969  258   13
 1970  224   13
 1971  213   12
 1972  211   11
 1973  203    9
 1974  214    6
 1975  211    5
 1976  222    4
 1977  239    3
 1978  264    2
 1979  308    2
 1980  376    2
 1981  440    2
 1982  514    2
 1983  606    2
 1984  747    1
 1985  896    0
 1986 1116    0
 1987 1342    0
 1988 1643    0
 1989 2010    0
 1990 2472    0
 1991 2546    0
 1992 2395    0
 1993 2272    0
 1994 2179    0
 1995 2087    0
 1996 1906    0
 1997 1671    0
 1998 1426    0
 1999 1253    0
 2000 1315    0
 2001 1689    0
 2002 2067    0
 2003 2422    0
 2004 2317    0
 2005 2171    0
 2006 2115    0
 2007 2148    0
 2008 2006    0
 2009 1812    0
 2010 1605    0
 2011 1332    0
 2012 1200    0
 2013 1261    0
 2014 1656    0
 2015 2080    0
 2016 2455    0
 2017 2409    0
 2018 2283    0
