Year   Moose  Wolves
 1959  546   20
 1960  588   21
 1961  607   22
 1962  582   22
 1963  567   22
 1964  540   27
 1965  503   25
 1966  524   23
 1967  532   16
 1968  569   20
 1969  588   16
 1970  625   15
 1971  673   19
 1972  720   18
 1973  789   20
 1974  822   20
 1975  938   23
 1976 1056   21
 1977 1197   18
 1978 1360   18
 1979 1552   16
 1980 1823   13
 1981 2106   15
 1982 2086   15
 1983 1883   14
 1984 1743   13
 1985 1616   12
 1986 1468   11
 1987 1507    9
 1988 1891   11
 1989 2279   11
 1990 2013   10
 1991 1784   10
 1992 1706   10
 1993 1640    8
 1994 1603    7
 1995 1653    7
 1996 2136    8
 1997 1835    7
 1998 1621    4
 1999 1550    5
 2000 1572    6
 2001 1544   10
 2002 1605    9
 2003 2055    8
 2004 2509   10
 2005 2242   12
 2006 2045   10
 2007 1954   10
 2008 1937    9
 2009 1923    9
 2010 1699    7
 2011 1732    5
 2012 2162    3
 2013 1951    4
 2014 1749    3
 2015 1678    2
 2016 1662    1
 2017 1625    1
 2018 1712    1
