Year   Moose  Wolves
 1959  568   20
 1960  570   19
 1961  615   19
 1962  603   18
 1963  634   19
 1964  699   17
 1965  720   14
 1966  806   14
 1967  891   11
 1968 1023   10
 1969 1164    9
 1970 1322    8
 1971 1537    4
 1972 1800    4
 1973 2108    4
 1974 2076    3
 1975 1924    3
 1976 1852    3
 1977 1763    3
 1978 1654    2
 1979 1773    2
 1980 2281    0
 1981 2105    0
 1982 1909    0
 1983 1869    0
 1984 1886    0
 1985 1866    0
 1986 1863    0
 1987 1997    0
 1988 2633    0
 1989 2493    0
 1990 2263    0
 1991 2127    0
 1992 2091    0
 1993 2109    0
 1994 2104    0
 1995 1782    0
 1996 1385    0
 1997 1199    0
 1998 1111    0
 1999 1052    0
 2000 1092    0
 2001 1465    0
 2002 1814    0
 2003 2148    0
 2004 2093    0
 2005 1988    0
 2006 1938    0
 2007 1992    0
 2008 1903    0
 2009 2016    0
 2010 2618    0
 2011 2448    0
 2012 2184    0
 2013 2115    0
 2014 2089    0
 2015 2046    0
 2016 2024    0
 2017 1739    0
 2018 1337    0
