Year   Moose  Wolves
 1959  692   20
 1960  752   20
 1961  767   20
 1962  804   18
 1963  867   20
 1964  924   19
 1965 1047   20
 1966 1139   20
 1967 1273   18
 1968 1445   16
 1969 1702   18
 1970 2029   16
 1971 2365   16
 1972 2268   16
 1973 2098   15
 1974 1974   13
 1975 1854   12
 1976 1670    8
 1977 1507    5
 1978 1538    3
 1979 2005    3
 1980 2411    3
 1981 2210    2
 1982 2033    2
 1983 1973    2
 1984 1953    1
 1985 2028    1
 1986 1802    0
 1987 1925    0
 1988 2554    0
 1989 2496    0
 1990 2239    0
 1991 2175    0
 1992 2162    0
 1993 2148    0
 1994 2161    0
 1995 1825    0
 1996 1441    0
 1997 1272    0
 1998 1198    0
 1999 1104    0
 2000 1195    0
 2001 1566    0
 2002 1934    0
 2003 2306    0
 2004 2240    0
 2005 2086    0
 2006 2071    0
 2007 2115    0
 2008 1960    0
 2009 1762    0
 2010 1534    0
 2011 1250    0
 2012 1111    0
 2013 1158    0
 2014 1555    0
 2015 1913    0
 2016 2246    0
 2017 2184    0
 2018 2079    0
