Year   Moose  Wolves
 1959  700   20
 1960  743   21
 1961  728   24
 1962  780   29
 1963  798   29
 1964  789   27
 1965  851   26
 1966  882   26
 1967  925   25
 1968  973   24
 1969 1118   21
 1970 1236   19
 1971 1405   16
 1972 1597   14
 1973 1872   13
 1974 2167   11
 1975 2130   12
 1976 1938   10
 1977 1850    9
 1978 1721   11
 1979 1573    9
 1980 1403    7
 1981 1421    5
 1982 1799    4
 1983 2213    3
 1984 2074    3
 1985 1868    1
 1986 1820    1
 1987 1813    1
 1988 1862    1
 1989 1989    0
 1990 2587    0
 1991 2333    0
 1992 2104    0
 1993 2024    0
 1994 2055    0
 1995 2064    0
 1996 2051    0
 1997 1745    0
 1998 1809    0
 1999 2359    0
 2000 2290    0
 2001 2046    0
 2002 1936    0
 2003 1911    0
 2004 1877    0
 2005 1857    0
 2006 1983    0
 2007 2611    0
 2008 2418    0
 2009 2221    0
 2010 2119    0
 2011 2092    0
 2012 2116    0
 2013 2105    0
 2014 1802    0
 2015 1423    0
 2016 1264    0
 2017 1171    0
 2018 1082    0
