Year   Moose  Wolves
 1959  625   20
 1960  613   22
 1961  650   25
 1962  623   28
 1963  579   31
 1964  598   32
 1965  536   30
 1966  585   27
 1967  618   27
 1968  617   27
 1969  601   26
 1970  622   23
 1971  638   21
 1972  661   20
 1973  728   23
 1974  758   21
 1975  757   18
 1976  836   25
 1977  828   23
 1978  891   22
 1979  990   21
 1980 1123   22
 1981 1206   22
 1982 1341   24
 1983 1485   24
 1984 1623   22
 1985 1861   17
 1986 2162   19
 1987 2117   16
 1988 1941   13
 1989 1824   14
 1990 1710   12
 1991 1543   12
 1992 1378   12
 1993 1392   10
 1994 1708    7
 1995 2075    6
 1996 2486    5
 1997 2300    5
 1998 2150    5
 1999 2111    4
 2000 2117    4
 2001 1958    2
 2002 1748    2
 2003 1490    2
 2004 1217    2
 2005 1077    2
 2006 1126    1
 2007 1480    1
 2008 1827    0
 2009 2188    0
 2010 2133    0
 2011 1990    0
 2012 1983    0
 2013 2034    0
 2014 1944    0
 2015 1757    0
 2016 1847    0
 2017 2341    0
 2018 2205    0
