Year   Moose  Wolves
 1959  689   20
 1960  736   21
 1961  723   28
 1962  722   28
 1963  725   29
 1964  728   25
 1965  795   26
 1966  861   28
 1967  884   27
 1968  928   28
 1969  992   27
 1970 1077   23
 1971 1149   24
 1972 1200   23
 1973 1327   24
 1974 1488   23
 1975 1660   23
 1976 1886   24
 1977 2140   24
 1978 2007   25
 1979 1790   28
 1980 1654   29
 1981 1419   29
 1982 1192   27
 1983 1139   25
 1984 1279   22
 1985 1474   22
 1986 1665   25
 1987 1809   26
 1988 1997   22
 1989 2206   20
 1990 2233   24
 1991 2003   24
 1992 1794   23
 1993 1623   23
 1994 1450   23
 1995 1206   26
 1996 1059   22
 1997 1166   23
 1998 1268   21
 1999 1366   17
 2000 1508   15
 2001 1731   16
 2002 1978   15
 2003 2281   14
 2004 2266   16
 2005 2017   16
 2006 1881   14
 2007 1737   13
 2008 1592   16
 2009 1417   13
 2010 1421   14
 2011 1721   15
 2012 2073   15
 2013 2430   13
 2014 2225   13
 2015 2039   13
 2016 1952   11
 2017 1957   11
 2018 1742   11
