Year   Moose  Wolves
 1959  731   20
 1960  767   22
 1961  779   22
 1962  835   24
 1963  868   24
 1964  897   24
 1965  954   26
 1966  996   27
 1967 1055   26
 1968 1162   26
 1969 1334   25
 1970 1466   28
 1971 1569   28
 1972 1788   28
 1973 2020   28
 1974 2245   28
 1975 2159   32
 1976 1908   33
 1977 1776   30
 1978 1536   29
 1979 1281   28
 1980  961   27
 1981  886   23
 1982  938   22
 1983 1052   19
 1984 1146   16
 1985 1283   15
 1986 1394   13
 1987 1530   14
 1988 1752   13
 1989 2015   10
 1990 2355   12
 1991 2253   11
 1992 2014   11
 1993 1914    9
 1994 1829   12
 1995 1639   12
 1996 1432   11
 1997 1442   11
 1998 1831   10
 1999 2233   10
 2000 2007    9
 2001 1807    9
 2002 1752    7
 2003 1724    8
 2004 1708    6
 2005 1776    5
 2006 2279    7
 2007 2026    5
 2008 1809    6
 2009 1720    7
 2010 1703    6
 2011 1673    5
 2012 1737    4
 2013 2289    4
 2014 2012    5
 2015 1756    5
 2016 1702    5
 2017 1633    4
 2018 1634    4
