Year   Moose  Wolves
 1959  707   20
 1960  698   20
 1961  731   21
 1962  710   26
 1963  688   30
 1964  698   32
 1965  644   32
 1966  675   28
 1967  679   25
 1968  727   21
 1969  765   18
 1970  830   16
 1971  901   13
 1972 1016   10
 1973 1200    8
 1974 1441    6
 1975 1675    4
 1976 2018    3
 1977 2426    2
 1978 2463    2
 1979 2293    2
 1980 2213    2
 1981 2125    2
 1982 2033    2
 1983 1841    1
 1984 1622    1
 1985 1314    1
 1986 1189    0
 1987 1270    0
 1988 1632    0
 1989 1981    0
 1990 2334    0
 1991 2283    0
 1992 2113    0
 1993 2107    0
 1994 2159    0
 1995 2015    0
 1996 1820    0
 1997 1623    0
 1998 1320    0
 1999 1194    0
 2000 1287    0
 2001 1661    0
 2002 2034    0
 2003 2469    0
 2004 2407    0
 2005 2254    0
 2006 2236    0
 2007 2275    0
 2008 2124    0
 2009 1974    0
 2010 1698    0
 2011 1420    0
 2012 1260    0
 2013 1149    0
 2014 1240    0
 2015 1604    0
 2016 1983    0
 2017 2326    0
 2018 2217    0
