Year   Moose  Wolves
 1959  529   20
 1960  529   21
 1961  536   24
 1962  508   24
 1963  487   22
 1964  462   24
 1965  461   21
 1966  505   22
 1967  468   19
 1968  454   16
 1969  460   14
 1970  523   14
 1971  536   14
 1972  592   11
 1973  638   12
 1974  722   14
 1975  826   14
 1976  887   17
 1977 1000   15
 1978 1155   14
 1979 1327   13
 1980 1528   13
 1981 1742   10
 1982 2009   10
 1983 2330   10
 1984 2295   10
 1985 2094    9
 1986 1973    6
 1987 1898    4
 1988 1772    3
 1989 1622    2
 1990 1698    2
 1991 2211    2
 1992 2077    2
 1993 1887    2
 1994 1805    2
 1995 1776    2
 1996 1739    2
 1997 1852    2
 1998 2385    2
 1999 2173    2
 2000 1911    2
 2001 1832    2
 2002 1820    2
 2003 1840    2
 2004 1809    2
 2005 1875    2
 2006 2384    2
 2007 2173    2
 2008 1928    1
 2009 1819    1
 2010 1786    1
 2011 1769    1
 2012 1744    0
 2013 1864    0
 2014 2431    0
 2015 2227    0
 2016 2010    0
 2017 1942    0
 2018 1931    0
