Year   Moose  Wolves
 1959  595   20
 1960  581   21
 1961  581   20
 1962  601   19
 1963  572   19
 1964  618   18
 1965  633   14
 1966  700   16
 1967  759   15
 1968  803   11
 1969  889   12
 1970 1007   13
 1971 1165   15
 1972 1325   15
 1973 1544   14
 1974 1788   17
 1975 2018   16
 1976 2368   14
 1977 2373   12
 1978 2185   14
 1979 2059   17
 1980 1867   15
 1981 1681   15
 1982 1455   14
 1983 1224   11
 1984 1213   11
 1985 1497   10
 1986 1733   10
 1987 1977    6
 1988 2285    6
 1989 2173    5
 1990 2029    3
 1991 1979    4
 1992 1842    4
 1993 1673    4
 1994 1496    2
 1995 1566    3
 1996 2024    2
 1997 2497    2
 1998 2333    2
 1999 2157    2
 2000 2111    2
 2001 2124    2
 2002 2164    2
 2003 1958    2
 2004 1635    2
 2005 1329    0
 2006 1178    0
 2007 1101    0
 2008 1164    0
 2009 1544    0
 2010 1914    0
 2011 2239    0
 2012 2172    0
 2013 2007    0
 2014 1997    0
 2015 2063    0
 2016 1924    0
 2017 1738    0
 2018 1834    0
