Year   Moose  Wolves
 1959  704   20
 1960  778   22
 1961  814   23
 1962  874   21
 1963  932   21
 1964  981   23
 1965 1088   23
 1966 1171   19
 1967 1324   17
 1968 1522   16
 1969 1742   14
 1970 1992   13
 1971 2326   13
 1972 2279   12
 1973 2084   14
 1974 1935   12
 1975 1805   10
 1976 1650   12
 1977 1477   11
 1978 1502   10
 1979 1864    8
 1980 2278    7
 1981 2068    4
 1982 1871    4
 1983 1814    4
 1984 1827    3
 1985 1819    3
 1986 1927    3
 1987 2508    2
 1988 2295    1
 1989 2032    1
 1990 1959    1
 1991 1954    1
 1992 1975    0
 1993 2009    0
 1994 2112    0
 1995 1906    0
 1996 1693    0
 1997 1577    0
 1998 1552    0
 1999 1527    0
 2000 1652    0
 2001 2189    0
 2002 2040    0
 2003 1863    0
 2004 1795    0
 2005 1814    0
 2006 1798    0
 2007 1911    0
 2008 2496    0
 2009 2269    0
 2010 2018    0
 2011 1947    0
 2012 1964    0
 2013 1976    0
 2014 2005    0
 2015 2124    0
 2016 1936    0
 2017 1737    0
 2018 1642    0
