Year   Moose  Wolves
 1959  865   20
 1960 1000   24
 1961 1051   26
 1962 1147   29
 1963 1266   30
 1964 1329   31
 1965 1408   32
 1966 1460   32
 1967 1558   32
 1968 1680   33
 1969 1911   33
 1970 2061   30
 1971 2300   28
 1972 2106   25
 1973 1858   25
 1974 1720   26
 1975 1582   26
 1976 1325   27
 1977 1059   26
 1978  876   22
 1979  966   25
 1980 1094   25
 1981 1126   24
 1982 1235   24
 1983 1345   24
 1984 1435   31
 1985 1635   33
 1986 1740   31
 1987 1960   30
 1988 2183   31
 1989 2094   32
 1990 1858   33
 1991 1668   33
 1992 1430   30
 1993 1154   26
 1994  956   25
 1995 1137   20
 1996 1246   18
 1997 1408   15
 1998 1613   14
 1999 1830   11
 2000 2030   10
 2001 2370    8
 2002 2294    4
 2003 2078    5
 2004 1949    5
 2005 1805    4
 2006 1673    4
 2007 1530    4
 2008 1588    4
 2009 2046    5
 2010 2483    3
 2011 2289    3
 2012 2085    3
 2013 2017    3
 2014 2047    3
 2015 2062    2
 2016 1822    2
 2017 1894    2
 2018 2423    2
