Year   Moose  Wolves
 1959  671   20
 1960  736   23
 1961  795   25
 1962  840   27
 1963  912   27
 1964  997   27
 1965 1054   28
 1966 1197   24
 1967 1303   22
 1968 1486   21
 1969 1737   21
 1970 1996   22
 1971 2327   16
 1972 2307   16
 1973 2139   15
 1974 2038   14
 1975 1932   14
 1976 1778   10
 1977 1635    9
 1978 1415    8
 1979 1459    7
 1980 1916   10
 1981 2377    8
 1982 2245    8
 1983 2059    8
 1984 1984    8
 1985 1989   10
 1986 2021   10
 1987 1791   10
 1988 1892   13
 1989 2445   14
 1990 2301   14
 1991 2070   13
 1992 1940   15
 1993 1861   13
 1994 1845   12
 1995 1837   12
 1996 1896   11
 1997 2493   10
 1998 2350    9
 1999 2106    8
 2000 2037    6
 2001 1999    6
 2002 1990    5
 2003 1963    4
 2004 1705    3
 2005 1793    3
 2006 2414    3
 2007 2365    2
 2008 2129    1
 2009 2012    1
 2010 1999    1
 2011 1994    1
 2012 2035    1
 2013 1810    1
 2014 1959    1
 2015 2598    0
 2016 2550    0
 2017 2301    0
 2018 2214    0
