Year   Moose  Wolves
 1959  562   20
 1960  578   23
 1961  565   24
 1962  544   27
 1963  510   28
 1964  448   24
 1965  426   23
 1966  369   21
 1967  329   18
 1968  319   13
 1969  342   12
 1970  353   12
 1971  377   12
 1972  417   11
 1973  447    7
 1974  507    7
 1975  566    6
 1976  653    5
 1977  753    7
 1978  884    4
 1979 1031    3
 1980 1225    3
 1981 1450    3
 1982 1706    2
 1983 2044    2
 1984 2446    1
 1985 2468    1
 1986 2307    1
 1987 2233    1
 1988 2163    0
 1989 2084    0
 1990 1904    0
 1991 1659    0
 1992 1428    0
 1993 1271    0
 1994 1340    0
 1995 1737    0
 1996 2133    0
 1997 2036    0
 1998 1860    0
 1999 1805    0
 2000 1790    0
 2001 1838    0
 2002 1966    0
 2003 2587    0
 2004 2429    0
 2005 2198    0
 2006 2140    0
 2007 2179    0
 2008 2170    0
 2009 2158    0
 2010 1857    0
 2011 1454    0
 2012 1289    0
 2013 1176    0
 2014 1050    0
 2015 1120    0
 2016 1453    0
 2017 1776    0
 2018 2118    0
