Year   Moose  Wolves
 1959  563   20
 1960  541   19
 1961  551   18
 1962  579   19
 1963  582   21
 1964  601   21
 1965  632   24
 1966  600   24
 1967  620   25
 1968  600   22
 1969  560   21
 1970  594   23
 1971  603   22
 1972  610   22
 1973  628   21
 1974  723   18
 1975  751   25
 1976  779   23
 1977  817   18
 1978  876   17
 1979  936   18
 1980 1040   20
 1981 1173   19
 1982 1350   17
 1983 1542   15
 1984 1786   16
 1985 2082   19
 1986 2384   16
 1987 2245   17
 1988 2017   21
 1989 1840   21
 1990 1656   23
 1991 1387   22
 1992 1189   22
 1993 1065   26
 1994 1123   25
 1995 1244   26
 1996 1418   25
 1997 1576   23
 1998 1731   23
 1999 1962   24
 2000 2284   21
 2001 2180   20
 2002 1910   19
 2003 1721   17
 2004 1584   19
 2005 1404   16
 2006 1261   14
 2007 1258   16
 2008 1607   15
 2009 1931   11
 2010 2221    9
 2011 2109   11
 2012 1940   11
 2013 1910   10
 2014 1904   10
 2015 1731    8
 2016 1487   10
 2017 1529   10
 2018 1931    9
