Year   Moose  Wolves
 1959  664   20
 1960  693   20
 1961  700   19
 1962  716   20
 1963  773   21
 1964  823   24
 1965  875   23
 1966  988   24
 1967 1098   20
 1968 1190   16
 1969 1395   15
 1970 1580   20
 1971 1846   19
 1972 2082   16
 1973 2432   15
 1974 2378   15
 1975 2153   18
 1976 2011   17
 1977 1826   16
 1978 1626   16
 1979 1405   16
 1980 1166   16
 1981 1111   15
 1982 1301   14
 1983 1544   14
 1984 1704   12
 1985 1937   12
 1986 2244   11
 1987 2206    9
 1988 2090   12
 1989 1982   10
 1990 1839    9
 1991 1699    7
 1992 1546    7
 1993 1573    6
 1994 1956    6
 1995 2378    6
 1996 2154    5
 1997 1955    3
 1998 1866    4
 1999 1806    3
 2000 1781    2
 2001 1601    1
 2002 1675    1
 2003 2166    1
 2004 1950    1
 2005 1755    1
 2006 1740    0
 2007 1718    0
 2008 1712    0
 2009 1853    0
 2010 2412    0
 2011 2267    0
 2012 2076    0
 2013 1988    0
 2014 1983    0
 2015 1950    0
 2016 1948    0
 2017 2062    0
 2018 2677    0
