Year   Moose  Wolves
 1959  743   20
 1960  800   25
 1961  867   27
 1962  873   27
 1963  884   30
 1964  927   31
 1965  946   33
 1966 1054   34
 1967 1150   36
 1968 1172   34
 1969 1200   33
 1970 1241   29
 1971 1331   25
 1972 1481   26
 1973 1623   28
 1974 1875   28
 1975 2115   30
 1976 2031   27
 1977 1813   26
 1978 1669   25
 1979 1523   22
 1980 1354   25
 1981 1224   27
 1982 1438   28
 1983 1655   30
 1984 1833   31
 1985 2052   32
 1986 2328   27
 1987 2164   24
 1988 1992   26
 1989 1793   23
 1990 1516   26
 1991 1335   25
 1992 1100   24
 1993 1022   31
 1994 1111   31
 1995 1243   30
 1996 1349   26
 1997 1461   30
 1998 1596   29
 1999 1763   28
 2000 1967   28
 2001 2163   30
 2002 1970   27
 2003 1688   27
 2004 1521   24
 2005 1319   23
 2006 1138   21
 2007 1038   20
 2008 1263   18
 2009 1455   17
 2010 1599   14
 2011 1851   16
 2012 2117   15
 2013 2024   16
 2014 1904   13
 2015 1750   10
 2016 1595   10
 2017 1434   11
 2018 1462   11
