Year   Moose  Wolves
 1959  767   20
 1960  840   21
 1961  857   21
 1962  849   21
 1963  905   28
 1964  959   32
 1965  966   33
 1966 1001   32
 1967 1064   31
 1968 1099   33
 1969 1196   34
 1970 1233   33
 1971 1293   35
 1972 1341   32
 1973 1399   29
 1974 1589   24
 1975 1759   27
 1976 1952   27
 1977 2152   26
 1978 2072   26
 1979 1839   25
 1980 1663   20
 1981 1501   19
 1982 1283   19
 1983 1220   18
 1984 1542   18
 1985 1762   19
 1986 1950   22
 1987 2187   22
 1988 2077   22
 1989 1889   19
 1990 1842   16
 1991 1650   15
 1992 1459   14
 1993 1462   12
 1994 1834   11
 1995 2207   10
 1996 1977    9
 1997 1780    8
 1998 1717    6
 1999 1689    5
 2000 1720    4
 2001 1821    4
 2002 2330    4
 2003 2190    3
 2004 1964    2
 2005 1891    2
 2006 1887    1
 2007 1882    1
 2008 1877    1
 2009 2002    0
 2010 2619    0
 2011 2452    0
 2012 2220    0
 2013 2144    0
 2014 2168    0
 2015 2167    0
 2016 2175    0
 2017 1872    0
 2018 1448    0
