Year   Moose  Wolves
 1959  553   20
 1960  559   20
 1961  509   21
 1962  553   21
 1963  540   20
 1964  552   19
 1965  614   16
 1966  626   14
 1967  683   12
 1968  776   12
 1969  877   12
 1970 1022   13
 1971 1163    8
 1972 1360    7
 1973 1583    8
 1974 1872    7
 1975 2235    6
 1976 2220    6
 1977 2051    5
 1978 1986    7
 1979 1903    6
 1980 1775    6
 1981 1599    7
 1982 1628    7
 1983 2153    7
 1984 2050    6
 1985 1823    8
 1986 1732    8
 1987 1692    6
 1988 1642    6
 1989 1728    5
 1990 2258    7
 1991 1986    8
 1992 1747    9
 1993 1671    8
 1994 1604    7
 1995 1571    7
 1996 1681    6
 1997 2169    5
 1998 2007    5
 1999 1755    5
 2000 1672    5
 2001 1713    4
 2002 1742    3
 2003 1872    2
 2004 2471    2
 2005 2313    1
 2006 2068    1
 2007 2012    1
 2008 1982    1
 2009 1968    1
 2010 1986    1
 2011 2110    0
 2012 1964    0
 2013 1723    0
 2014 1637    0
 2015 1606    0
 2016 1586    0
 2017 1698    0
 2018 2229    0
