Year   Moose  Wolves
 1959  551   20
 1960  526   22
 1961  546   23
 1962  568   22
 1963  606   27
 1964  607   26
 1965  575   27
 1966  605   29
 1967  587   29
 1968  553   27
 1969  546   23
 1970  556   17
 1971  618   12
 1972  729   14
 1973  793   13
 1974  874   12
 1975  986   12
 1976 1093   10
 1977 1290    7
 1978 1514    7
 1979 1784    5
 1980 2117    5
 1981 2097    4
 1982 1929    2
 1983 1897    1
 1984 1829    1
 1985 1720    1
 1986 1826    1
 1987 2406    0
 1988 2248    0
 1989 2028    0
 1990 1950    0
 1991 1936    0
 1992 1937    0
 1993 1976    0
 1994 2079    0
 1995 2709    0
 1996 2506    0
 1997 2248    0
 1998 2167    0
 1999 2161    0
 2000 2157    0
 2001 2185    0
 2002 1859    0
 2003 1423    0
 2004 1277    0
 2005 1218    0
 2006 1143    0
 2007 1211    0
 2008 1659    0
 2009 2053    0
 2010 2437    0
 2011 2377    0
 2012 2230    0
 2013 2237    0
 2014 2301    0
 2015 2115    0
 2016 1923    0
 2017 1680    0
 2018 1360    0
