Year   Moose  Wolves
 1959  593   20
 1960  647   22
 1961  611   20
 1962  616   20
 1963  626   23
 1964  616   21
 1965  600   18
 1966  649   19
 1967  694   20
 1968  766   21
 1969  785   22
 1970  841   19
 1971  956   19
 1972 1007   19
 1973 1138   17
 1974 1301   16
 1975 1492   17
 1976 1710   19
 1977 1961   19
 1978 2285   19
 1979 2220   16
 1980 2001   17
 1981 1848   14
 1982 1683   14
 1983 1531   14
 1984 1337   13
 1985 1255   13
 1986 1590   11
 1987 1865    9
 1988 2169    6
 1989 2058    4
 1990 1901    5
 1991 1897    5
 1992 1898    5
 1993 1769    5
 1994 1835    5
 1995 2369    3
 1996 2195    3
 1997 1967    2
 1998 1883    2
 1999 1880    1
 2000 1840    0
 2001 1883    0
 2002 2012    0
 2003 2645    0
 2004 2514    0
 2005 2282    0
 2006 2164    0
 2007 2197    0
 2008 2188    0
 2009 2197    0
 2010 1871    0
 2011 1454    0
 2012 1288    0
 2013 1194    0
 2014 1105    0
 2015 1165    0
 2016 1519    0
 2017 1885    0
 2018 2224    0
