Year   Moose  Wolves
 1959  725   20
 1960  732   21
 1961  795   24
 1962  810   26
 1963  812   26
 1964  851   26
 1965  911   23
 1966 1014   23
 1967 1109   22
 1968 1223   21
 1969 1316   18
 1970 1526   14
 1971 1800   14
 1972 2051    9
 1973 2450    6
 1974 2498    6
 1975 2347    4
 1976 2230    4
 1977 2163    2
 1978 2043    0
 1979 1893    0
 1980 1650    0
 1981 1364    0
 1982 1227    0
 1983 1300    0
 1984 1708    0
 1985 2086    0
 1986 2474    0
 1987 2404    0
 1988 2267    0
 1989 2248    0
 1990 2297    0
 1991 2139    0
 1992 1952    0
 1993 1719    0
 1994 1399    0
 1995 1283    0
 1996 1171    0
 1997 1231    0
 1998 1587    0
 1999 1955    0
 2000 2355    0
 2001 2286    0
 2002 2158    0
 2003 2157    0
 2004 2227    0
 2005 2132    0
 2006 1968    0
 2007 1756    0
 2008 1480    0
 2009 1343    0
 2010 1267    0
 2011 1334    0
 2012 1751    0
 2013 2159    0
 2014 2087    0
 2015 1884    0
 2016 1830    0
 2017 1840    0
 2018 1855    0
