Year   Moose  Wolves
 1959  638   20
 1960  705   22
 1961  723   18
 1962  706   18
 1963  733   19
 1964  777   18
 1965  860   17
 1966  910   15
 1967  975   13
 1968 1070   13
 1969 1206   15
 1970 1397   14
 1971 1608   13
 1972 1845   14
 1973 2151   13
 1974 2120   12
 1975 1966   12
 1976 1862   11
 1977 1700   12
 1978 1503    8
 1979 1344    5
 1980 1395    4
 1981 1788    5
 1982 2194    5
 1983 2035    5
 1984 1837    5
 1985 1809    6
 1986 1783    5
 1987 1763    5
 1988 1848    5
 1989 2388    4
 1990 2130    6
 1991 1907    6
 1992 1837    5
 1993 1800    3
 1994 1823    3
 1995 1792    3
 1996 1866    2
 1997 2410    2
 1998 2224    2
 1999 1996    1
 2000 1903    1
 2001 1895    0
 2002 1914    0
 2003 1943    0
 2004 2069    0
 2005 2726    0
 2006 2620    0
 2007 2407    0
 2008 2358    0
 2009 2364    0
 2010 2352    0
 2011 2382    0
 2012 2067    0
 2013 1591    0
 2014 1451    0
 2015 1327    0
 2016 1220    0
 2017 1296    0
 2018 1661    0
