Year   Moose  Wolves
 1959  695   20
 1960  750   22
 1961  774   21
 1962  826   22
 1963  915   18
 1964  971   17
 1965 1086   17
 1966 1201   15
 1967 1370   13
 1968 1582   10
 1969 1872   11
 1970 2150    9
 1971 2119   10
 1972 1966    9
 1973 1857    8
 1974 1753    9
 1975 1601   11
 1976 1384   13
 1977 1371   12
 1978 1649   11
 1979 1918   10
 1980 2272    9
 1981 2100    8
 1982 1909    6
 1983 1872    8
 1984 1896    7
 1985 1723    6
 1986 1755    5
 1987 2235    5
 1988 2064    2
 1989 1821    2
 1990 1761    2
 1991 1723    2
 1992 1718    3
 1993 1817    3
 1994 2405    3
 1995 2207    4
 1996 2011    3
 1997 1949    3
 1998 1932    5
 1999 1904    5
 2000 1872    4
 2001 1915    4
 2002 2517    4
 2003 2316    3
 2004 2061    5
 2005 1976    5
 2006 1958    5
 2007 1986    6
 2008 1961    7
 2009 2014    5
 2010 2572    4
 2011 2375    4
 2012 2117    3
 2013 2032    3
 2014 2024    3
 2015 1998    3
 2016 1984    2
 2017 1715    1
 2018 1785    0
