Year   Moose  Wolves
 1959  693   20
 1960  791   22
 1961  789   25
 1962  755   24
 1963  743   30
 1964  719   31
 1965  734   31
 1966  740   31
 1967  669   30
 1968  656   25
 1969  708   21
 1970  739   20
 1971  786   17
 1972  891   15
 1973 1004   17
 1974 1126   15
 1975 1289   15
 1976 1467   14
 1977 1670   13
 1978 1911   12
 1979 2231    9
 1980 2248    9
 1981 2061    8
 1982 1943    7
 1983 1838    8
 1984 1739    8
 1985 1588   10
 1986 1613   11
 1987 1952    9
 1988 2373    8
 1989 2200    5
 1990 2007    5
 1991 1941    8
 1992 1869    8
 1993 1842    8
 1994 1635    7
 1995 1615    7
 1996 2035    7
 1997 2429    6
 1998 2175    6
 1999 1972    4
 2000 1884    5
 2001 1885    6
 2002 1847    3
 2003 1662    3
 2004 1745    3
 2005 2229    3
 2006 2078    2
 2007 1850    2
 2008 1755    2
 2009 1734    4
 2010 1713    4
 2011 1802    3
 2012 2361    2
 2013 2113    2
 2014 1855    2
 2015 1790    2
 2016 1787    2
 2017 1747    2
 2018 1752    1
