Year   Moose  Wolves
 1959  645   20
 1960  674   21
 1961  677   27
 1962  644   29
 1963  626   29
 1964  608   25
 1965  655   26
 1966  629   26
 1967  578   24
 1968  642   22
 1969  675   22
 1970  730   21
 1971  793   17
 1972  857   20
 1973  923   20
 1974 1020   21
 1975 1179   21
 1976 1305   18
 1977 1527   20
 1978 1772   20
 1979 2044   18
 1980 2354   17
 1981 2264   17
 1982 2016   18
 1983 1896   19
 1984 1761   20
 1985 1520   19
 1986 1298   22
 1987 1212   21
 1988 1489   19
 1989 1753   20
 1990 2015   18
 1991 2380   15
 1992 2198   12
 1993 2088    8
 1994 2036    7
 1995 1912    5
 1996 1741    3
 1997 1572    3
 1998 1632    1
 1999 2097    1
 2000 2550    0
 2001 2326    0
 2002 2123    0
 2003 2050    0
 2004 2090    0
 2005 2118    0
 2006 1907    0
 2007 1658    0
 2008 1385    0
 2009 1288    0
 2010 1223    0
 2011 1308    0
 2012 1691    0
 2013 2094    0
 2014 2469    0
 2015 2454    0
 2016 2253    0
 2017 2209    0
 2018 2270    0
