Year   Moose  Wolves
 1959  633   20
 1960  669   19
 1961  650   26
 1962  658   29
 1963  654   28
 1964  621   30
 1965  576   25
 1966  609   22
 1967  628   22
 1968  664   21
 1969  707   22
 1970  744   21
 1971  806   22
 1972  849   20
 1973  878   17
 1974  970   14
 1975 1130   15
 1976 1286   15
 1977 1432   14
 1978 1647   13
 1979 1964   11
 1980 2289    9
 1981 2242    8
 1982 2044    6
 1983 1966    8
 1984 1829    7
 1985 1699    7
 1986 1525    7
 1987 1566    9
 1988 1961    9
 1989 2328    8
 1990 2113    5
 1991 1935    5
 1992 1845    5
 1993 1836    5
 1994 1829    4
 1995 1632    3
 1996 1712    3
 1997 2195    2
 1998 2078    1
 1999 1881    0
 2000 1785    0
 2001 1783    0
 2002 1744    0
 2003 1881    0
 2004 2464    0
 2005 2232    0
 2006 1994    0
 2007 1948    0
 2008 1925    0
 2009 1954    0
 2010 1998    0
 2011 2131    0
 2012 1979    0
 2013 1770    0
 2014 1657    0
 2015 1645    0
 2016 1603    0
 2017 1697    0
 2018 2229    0
