Year   Moose  Wolves
 1959  665   20
 1960  684   19
 1961  698   19
 1962  695   19
 1963  723   19
 1964  723   19
 1965  766   22
 1966  802   20
 1967  811   24
 1968  819   25
 1969  827   25
 1970  819   26
 1971  857   27
 1972  883   28
 1973  929   26
 1974 1010   25
 1975 1075   26
 1976 1113   26
 1977 1241   27
 1978 1386   28
 1979 1598   26
 1980 1711   25
 1981 1870   23
 1982 2139   18
 1983 2043   15
 1984 1864   17
 1985 1725   14
 1986 1568   11
 1987 1442   11
 1988 1417    9
 1989 1857    7
 1990 2255    7
 1991 2098    6
 1992 1880    5
 1993 1799    5
 1994 1822    2
 1995 1855    1
 1996 1958    1
 1997 2563    1
 1998 2358    1
 1999 2141    1
 2000 2071    0
 2001 2060    0
 2002 2033    0
 2003 2036    0
 2004 1777    0
 2005 1871    0
 2006 2395    0
 2007 2310    0
 2008 2079    0
 2009 1976    0
 2010 1953    0
 2011 1943    0
 2012 1923    0
 2013 2036    0
 2014 2633    0
 2015 2477    0
 2016 2215    0
 2017 2107    0
 2018 2092    0
