Year   Moose  Wolves
 1959  565   20
 1960  609   20
 1961  617   23
 1962  574   26
 1963  546   27
 1964  530   25
 1965  552   24
 1966  561   24
 1967  522   24
 1968  527   22
 1969  509   17
 1970  502   21
 1971  463   18
 1972  490   18
 1973  489   18
 1974  512   15
 1975  521   15
 1976  512   15
 1977  543   13
 1978  575   11
 1979  617   12
 1980  677   11
 1981  776   10
 1982  863   10
 1983  983    7
 1984 1150    6
 1985 1361    6
 1986 1615    6
 1987 1915    7
 1988 2231    7
 1989 2268    6
 1990 2129    5
 1991 2059    6
 1992 1966    4
 1993 1870    3
 1994 1687    3
 1995 1488    3
 1996 1564    3
 1997 2029    2
 1998 2512    2
 1999 2368    2
 2000 2152    2
 2001 2101    2
 2002 2114    2
 2003 2123    2
 2004 1952    2
 2005 1658    2
 2006 1320    1
 2007 1187    1
 2008 1110    0
 2009 1160    0
 2010 1441    0
 2011 1775    0
 2012 2141    0
 2013 2045    0
 2014 1871    0
 2015 1813    0
 2016 1845    0
 2017 1785    0
 2018 1906    0
