Year   Moose  Wolves
 1959  630   20
 1960  670   22
 1961  626   28
 1962  661   27
 1963  688   26
 1964  690   24
 1965  659   25
 1966  683   23
 1967  670   26
 1968  733   31
 1969  687   27
 1970  712   22
 1971  720   23
 1972  797   23
 1973  860   28
 1974  865   27
 1975  853   26
 1976  949   27
 1977 1000   26
 1978 1045   28
 1979 1073   29
 1980 1142   27
 1981 1300   26
 1982 1478   30
 1983 1605   27
 1984 1841   28
 1985 2087   31
 1986 2338   35
 1987 2201   37
 1988 1892   34
 1989 1750   41
 1990 1471   39
 1991 1214   38
 1992  871   37
 1993  506   29
 1994  346   27
 1995  303   24
 1996  242   20
 1997  238   20
 1998  204   15
 1999  170   12
 2000  146    7
 2001  139    4
 2002  146    4
 2003  153    4
 2004  171    4
 2005  181    4
 2006  185    4
 2007  197    3
 2008  225    3
 2009  236    2
 2010  266    0
 2011  327    0
 2012  382    0
 2013  469    0
 2014  575    0
 2015  684    0
 2016  831    0
 2017 1004    0
 2018 1209    0
