Year   Moose  Wolves
 1959  662   20
 1960  694   21
 1961  758   22
 1962  770   24
 1963  782   27
 1964  788   30
 1965  840   30
 1966  841   27
 1967  846   23
 1968  863   24
 1969  939   21
 1970 1000   23
 1971 1049   19
 1972 1211   17
 1973 1418   17
 1974 1645   17
 1975 1844   14
 1976 2162   14
 1977 2151   12
 1978 1973   11
 1979 1877    9
 1980 1762    8
 1981 1610   10
 1982 1477   10
 1983 1488    8
 1984 1871    8
 1985 2295    4
 1986 2124    6
 1987 1941    9
 1988 1861    8
 1989 1826    8
 1990 1844    8
 1991 1627    8
 1992 1598    8
 1993 1988   10
 1994 2397   10
 1995 2097   10
 1996 1892   10
 1997 1820    7
 1998 1754    3
 1999 1802    2
 2000 1881    2
 2001 2504    2
 2002 2251    2
 2003 1991    2
 2004 1911    0
 2005 1924    0
 2006 1935    0
 2007 1974    0
 2008 2088    0
 2009 2725    0
 2010 2531    0
 2011 2294    0
 2012 2190    0
 2013 2188    0
 2014 2184    0
 2015 2167    0
 2016 1856    0
 2017 1433    0
 2018 1226    0
