Year   Moose  Wolves
 1959  691   20
 1960  796   22
 1961  876   25
 1962  994   29
 1963 1104   30
 1964 1196   32
 1965 1307   36
 1966 1399   36
 1967 1614   33
 1968 1873   34
 1969 2130   33
 1970 2104   34
 1971 1906   33
 1972 1840   32
 1973 1750   31
 1974 1511   30
 1975 1272   31
 1976 1083   24
 1977 1189   29
 1978 1392   28
 1979 1631   27
 1980 1817   25
 1981 2058   24
 1982 2409   29
 1983 2397   33
 1984 2177   36
 1985 2001   41
 1986 1793   38
 1987 1491   37
 1988 1205   31
 1989  870   30
 1990  704   25
 1991  807   23
 1992  878   23
 1993  975   24
 1994 1055   21
 1995 1196   19
 1996 1301   14
 1997 1493   12
 1998 1754   12
 1999 2067   13
 2000 2494   13
 2001 2436   13
 2002 2262   12
 2003 2178   14
 2004 2086   15
 2005 1998   12
 2006 1850   10
 2007 1579   11
 2008 1291   13
 2009 1323   13
 2010 1706   11
 2011 2109   10
 2012 2035   12
 2013 1859   16
 2014 1751   14
 2015 1675   13
 2016 1652   16
 2017 1595   18
 2018 2066   18
