Year   Moose  Wolves
 1959  576   20
 1960  574   20
 1961  545   20
 1962  571   23
 1963  624   24
 1964  650   23
 1965  646   19
 1966  683   17
 1967  744   17
 1968  855   13
 1969  979   10
 1970 1159   11
 1971 1350   10
 1972 1549   10
 1973 1833    8
 1974 2161    5
 1975 2192    5
 1976 2064    5
 1977 1959    4
 1978 1898    3
 1979 1785    3
 1980 1651    2
 1981 1754    1
 1982 2269    1
 1983 2126    1
 1984 1906    1
 1985 1833    1
 1986 1811    1
 1987 1763    1
 1988 1767    1
 1989 1865    1
 1990 2448    0
 1991 2304    0
 1992 2062    0
 1993 1985    0
 1994 1998    0
 1995 1993    0
 1996 1990    0
 1997 2154    0
 1998 1996    0
 1999 1773    0
 2000 1684    0
 2001 1679    0
 2002 1612    0
 2003 1739    0
 2004 2348    0
 2005 2138    0
 2006 1934    0
 2007 1898    0
 2008 1878    0
 2009 1906    0
 2010 1900    0
 2011 2011    0
 2012 2604    0
 2013 2479    0
 2014 2246    0
 2015 2173    0
 2016 2147    0
 2017 2155    0
 2018 2154    0
